season,phase,game_id,home_team,road_team,source_consistent_mismatch,parser_diff_stats,source_consistent_diff_stats,output_file
2008-09,regular,0020800401,WAS,DAL,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_WAS_DAL_0020800401.json
2008-09,regular,0020800431,NOH,HOU,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_NOH_HOU_0020800431.json
2008-09,regular,0020800449,LAL,GSW,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_LAL_GSW_0020800449.json
2008-09,regular,0020800512,DAL,LAC,False,pf,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_DAL_LAC_0020800512.json
2008-09,regular,0020800654,GSW,LAC,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_GSW_LAC_0020800654.json
2008-09,regular,0020800677,POR,CHA,False,pf,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_POR_CHA_0020800677.json
2008-09,regular,0020800681,DET,BOS,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_DET_BOS_0020800681.json
2008-09,regular,0020800713,GSW,SAS,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_GSW_SAS_0020800713.json
2008-09,regular,0020800796,UTA,MEM,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_UTA_MEM_0020800796.json
2008-09,regular,0020800871,DEN,LAL,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_DEN_LAL_0020800871.json
2008-09,regular,0020801102,UTA,NYK,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2008-09/2008-09_UTA_NYK_0020801102.json
2009-10,regular,0020900007,TOR,CLE,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2009-10/2009-10_TOR_CLE_0020900007.json
2009-10,regular,0020900179,DAL,SAC,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2009-10/2009-10_DAL_SAC_0020900179.json
2009-10,regular,0020900216,SAS,GSW,False,"fta,ftm",,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2009-10/2009-10_SAS_GSW_0020900216.json
2009-10,regular,0020900305,NOH,SAC,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2009-10/2009-10_NOH_SAC_0020900305.json
2009-10,regular,0020900386,PHI,LAC,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2009-10/2009-10_PHI_LAC_0020900386.json
2009-10,regular,0020900451,GSW,BOS,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2009-10/2009-10_GSW_BOS_0020900451.json
2009-10,regular,0020900701,HOU,PHX,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2009-10/2009-10_HOU_PHX_0020900701.json
2009-10,regular,0020900887,CLE,NYK,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2009-10/2009-10_CLE_NYK_0020900887.json
2009-10,regular,0020901163,MIN,GSW,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2009-10/2009-10_MIN_GSW_0020901163.json
2010-11,regular,0021000044,CHI,POR,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_CHI_POR_0021000044.json
2010-11,regular,0021000227,IND,OKC,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_IND_OKC_0021000227.json
2010-11,regular,0021000365,DEN,ORL,False,"fta,ftm",,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_DEN_ORL_0021000365.json
2010-11,regular,0021000434,ORL,BOS,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_ORL_BOS_0021000434.json
2010-11,regular,0021000489,MIL,DAL,False,pf,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_MIL_DAL_0021000489.json
2010-11,regular,0021000676,UTA,SAS,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_UTA_SAS_0021000676.json
2010-11,regular,0021000857,PHX,ATL,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_PHX_ATL_0021000857.json
2010-11,regular,0021000930,LAC,DEN,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_LAC_DEN_0021000930.json
2010-11,regular,0021001101,CLE,MIA,False,"fg3m,fgm",,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_CLE_MIA_0021001101.json
2010-11,regular,0021001173,GSW,LAL,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_GSW_LAL_0021001173.json
2010-11,regular,0021001210,DEN,GSW,False,ftm,,/Users/robschoen/Dropbox/CC/GLA/data/pbp/processed/game_states/regular/2010-11/2010-11_DEN_GSW_0021001210.json
